state,action,reward,next_state
"[20.939661026000977, 19.47556495666504, 4.735844135284424]",-19.47556495666504,2.293330155534168,"[1.4640960693359375, 65.63443756103516, 5.318209648132324]"
"[1.4640960693359375, 65.63443756103516, 5.318209648132324]",0.0,-23.767478633889496,"[1.4640960693359375, 74.49500274658203, 3.91995906829834]"
"[1.4640960693359375, 74.49500274658203, 3.91995906829834]",0.0,-30.014836888686943,"[1.4640960693359375, 106.89948272705078, 3.7385194301605225]"
"[1.4640960693359375, 106.89948272705078, 3.7385194301605225]",0.0,-34.315748177635406,"[1.4640960693359375, 127.50272369384766, 4.150827407836914]"
"[1.4640960693359375, 127.50272369384766, 4.150827407836914]",0.0,-36.35840153469342,"[1.4640960693359375, 105.54405212402344, 2.1218605041503906]"
"[1.4640960693359375, 105.54405212402344, 2.1218605041503906]",50.0,-32.83250384357682,"[51.46409606933594, 108.2074966430664, 2.080035448074341]"
"[51.46409606933594, 108.2074966430664, 2.080035448074341]",50.0,-30.45551432562573,"[100.0, 99.38528442382812, 2.532022714614868]"
"[100.0, 99.38528442382812, 2.532022714614868]",-99.38528442382812,76.79542644373117,"[0.614715576171875, 63.13337326049805, 3.524723529815674]"
"[0.614715576171875, 63.13337326049805, 3.524723529815674]",0.0,-19.42202467343624,"[0.614715576171875, 37.2276725769043, 5.007197380065918]"
"[0.614715576171875, 37.2276725769043, 5.007197380065918]",0.0,-8.339436173491402,"[0.614715576171875, 31.21062469482422, 3.6484434604644775]"
"[0.614715576171875, 31.21062469482422, 3.6484434604644775]",0.0,-2.604062426875114,"[0.614715576171875, -1.513672947883606, 3.9280805587768555]"
"[50.0, -14.78702163696289, 4.366143226623535]",14.78702163696289,-0.15242440880335506,"[64.78701782226562, 16.482080459594727, 6.358035564422607]"
"[64.78701782226562, 16.482080459594727, 6.358035564422607]",-16.482080459594727,61.1230071754259,"[48.30493927001953, 6.939757347106934, 7.00344705581665]"
"[48.30493927001953, 6.939757347106934, 7.00344705581665]",-24.152469635009766,52.56916374507896,"[24.152469635009766, -12.889726638793945, 8.69556713104248]"
"[24.152469635009766, -12.889726638793945, 8.69556713104248]",-12.076234817504883,4.119220628008476,"[12.076234817504883, 6.83888053894043, 6.936295509338379]"
"[12.076234817504883, 6.83888053894043, 6.936295509338379]",-6.83888053894043,-3.482950440003358,"[5.237354278564453, 28.91292381286621, 7.94649076461792]"
"[5.237354278564453, 28.91292381286621, 7.94649076461792]",0.0,-20.069702921462753,"[5.237354278564453, 62.82157516479492, 7.614071369171143]"
"[5.237354278564453, 62.82157516479492, 7.614071369171143]",0.0,-25.998192551202404,"[5.237354278564453, 69.53902435302734, 8.929372787475586]"
"[5.237354278564453, 69.53902435302734, 8.929372787475586]",0.0,-31.180045642227665,"[5.237354278564453, 109.07417297363281, 7.6896586418151855]"
"[5.237354278564453, 109.07417297363281, 7.6896586418151855]",0.0,-25.128090634075708,"[5.237354278564453, 92.96460723876953, 8.38963508605957]"
"[5.237354278564453, 92.96460723876953, 8.38963508605957]",0.0,-17.868225141521616,"[5.237354278564453, 62.11528396606445, 4.733541965484619]"
"[5.237354278564453, 62.11528396606445, 4.733541965484619]",0.0,-9.240435771390663,"[5.237354278564453, 49.053035736083984, 3.524099826812744]"
"[5.237354278564453, 49.053035736083984, 3.524099826812744]",0.0,-10.787233810311125,"[5.237354278564453, 12.885375022888184, 5.561312675476074]"
"[5.237354278564453, 12.885375022888184, 5.561312675476074]",0.0,-10.758299643169654,"[5.237354278564453, 28.852825164794922, 4.376854419708252]"
"[5.237354278564453, 28.852825164794922, 4.376854419708252]",0.0,-11.269469606558252,"[5.237354278564453, 44.490970611572266, 4.633932590484619]"
"[5.237354278564453, 44.490970611572266, 4.633932590484619]",0.0,-21.737312217831946,"[5.237354278564453, 76.97769165039062, 3.2273011207580566]"
"[5.237354278564453, 76.97769165039062, 3.2273011207580566]",50.0,-29.96814927735763,"[55.23735427856445, 89.56120300292969, 2.501704454421997]"
"[55.23735427856445, 89.56120300292969, 2.501704454421997]",50.0,-33.22269518914666,"[100.0, 122.35995483398438, 1.1353706121444702]"
"[100.0, 122.35995483398438, 1.1353706121444702]",0.0,-44.282742972467474,"[100.0, 130.4175567626953, 1.6004689931869507]"
"[100.0, 130.4175567626953, 1.6004689931869507]",0.0,-33.59808118211867,"[100.0, 113.31369018554688, 2.5378544330596924]"
"[100.0, 113.31369018554688, 2.5378544330596924]",0.0,-31.00152170074302,"[100.0, 98.24132537841797, 2.1317789554595947]"
"[100.0, 98.24132537841797, 2.1317789554595947]",-98.24132537841797,120.1950913890887,"[1.7586746215820312, 58.36526107788086, 1.9866806268692017]"
"[1.7586746215820312, 58.36526107788086, 1.9866806268692017]",50.0,-11.490450574216146,"[51.75867462158203, 65.137939453125, 4.918539047241211]"
"[51.75867462158203, 65.137939453125, 4.918539047241211]",0.0,-9.690880674991273,"[51.75867462158203, 48.91704177856445, 4.1432647705078125]"
"[51.75867462158203, 48.91704177856445, 4.1432647705078125]",-48.91704177856445,117.0891797505279,"[2.841632843017578, 9.684455871582031, 3.9840126037597656]"
"[50.0, -1.278347134590149, 6.056651592254639]",1.278347134590149,0.0,"[51.27834701538086, -10.57363224029541, 3.2719528675079346]"
"[51.27834701538086, -10.57363224029541, 3.2719528675079346]",10.57363224029541,-3.166494753525716,"[61.85197830200195, 12.117305755615234, 6.893374919891357]"
"[61.85197830200195, 12.117305755615234, 6.893374919891357]",-12.117305755615234,13.209804057616243,"[49.73467254638672, 1.0319091081619263, 7.709292411804199]"
"[49.73467254638672, 1.0319091081619263, 7.709292411804199]",-24.86733627319336,69.92648272014435,"[24.86733627319336, 2.121560573577881, 7.9807610511779785]"
"[24.86733627319336, 2.121560573577881, 7.9807610511779785]",-12.43366813659668,5.0635091725352,"[12.43366813659668, 38.24531936645508, 7.460422992706299]"
"[12.43366813659668, 38.24531936645508, 7.460422992706299]",0.0,-26.97407736774895,"[12.43366813659668, 50.801300048828125, 8.039422988891602]"
"[12.43366813659668, 50.801300048828125, 8.039422988891602]",0.0,-23.622829529656876,"[12.43366813659668, 91.38704681396484, 6.767764568328857]"
"[12.43366813659668, 91.38704681396484, 6.767764568328857]",0.0,-32.91881997687528,"[12.43366813659668, 115.01043701171875, 7.868284225463867]"
"[12.43366813659668, 115.01043701171875, 7.868284225463867]",0.0,-26.731897561162015,"[12.43366813659668, 118.28495788574219, 8.959471702575684]"
"[12.43366813659668, 118.28495788574219, 8.959471702575684]",0.0,-23.631221490431294,"[12.43366813659668, 58.113800048828125, 6.0851359367370605]"
"[12.43366813659668, 58.113800048828125, 6.0851359367370605]",0.0,-9.133724683717587,"[12.43366813659668, 39.38749313354492, 7.311259746551514]"
"[12.43366813659668, 39.38749313354492, 7.311259746551514]",0.0,-8.431076000967023,"[12.43366813659668, 30.019590377807617, 4.736099720001221]"
"[12.43366813659668, 30.019590377807617, 4.736099720001221]",0.0,-8.15416492992222,"[12.43366813659668, 56.271305084228516, 4.806389808654785]"
"[12.43366813659668, 56.271305084228516, 4.806389808654785]",0.0,-11.663845808871947,"[12.43366813659668, 38.946041107177734, 3.772948741912842]"
"[12.43366813659668, 38.946041107177734, 3.772948741912842]",0.0,-20.8391087619701,"[12.43366813659668, 63.54643630981445, 4.311224460601807]"
"[12.43366813659668, 63.54643630981445, 4.311224460601807]",0.0,-30.04341747492651,"[12.43366813659668, 105.68171691894531, 1.3260536193847656]"
"[12.43366813659668, 105.68171691894531, 1.3260536193847656]",50.0,-28.31336432011799,"[62.43367004394531, 94.20645904541016, 2.022085666656494]"
"[62.43367004394531, 94.20645904541016, 2.022085666656494]",50.0,-32.44769065655652,"[100.0, 113.98179626464844, 2.5095205307006836]"
"[100.0, 113.98179626464844, 2.5095205307006836]",0.0,-36.72370508523697,"[100.0, 108.11471557617188, -0.29540085792541504]"
"[100.0, 108.11471557617188, -0.29540085792541504]",0.0,-29.08480419479688,"[100.0, 111.03345489501953, 1.093631386756897]"
"[100.0, 111.03345489501953, 1.093631386756897]",0.0,-25.048737078719668,"[100.0, 79.1932144165039, 1.5086225271224976]"
"[100.0, 79.1932144165039, 1.5086225271224976]",-79.1932144165039,52.644783375688235,"[20.806785583496094, 62.28640365600586, 3.0472049713134766]"
"[20.806785583496094, 62.28640365600586, 3.0472049713134766]",0.0,-11.795713027566034,"[20.806785583496094, 13.905597686767578, 3.6495580673217773]"
"[20.806785583496094, 13.905597686767578, 3.6495580673217773]",-13.905597686767578,41.38639110150792,"[6.901187896728516, 1.226134181022644, 3.146949529647827]"
"[50.0, -4.220684051513672, 4.400786876678467]",4.220684051513672,0.0,"[54.22068405151367, 10.31155776977539, 7.617188930511475]"
"[54.22068405151367, 10.31155776977539, 7.617188930511475]",-27.110342025756836,157.7453560515902,"[27.110342025756836, 8.97947883605957, 5.460806846618652]"
"[27.110342025756836, 8.97947883605957, 5.460806846618652]",-8.97947883605957,88.57486795847016,"[18.130863189697266, -0.3384113013744354, 8.069432258605957]"
"[18.130863189697266, -0.3384113013744354, 8.069432258605957]",-9.065431594848633,0.7185425716450542,"[9.065431594848633, 8.636597633361816, 6.425626277923584]"
"[9.065431594848633, 8.636597633361816, 6.425626277923584]",-8.636597633361816,-4.293132429824368,"[0.4288339614868164, 44.517478942871094, 6.722838878631592]"
"[0.4288339614868164, 44.517478942871094, 6.722838878631592]",0.0,-14.600100339843578,"[0.4288339614868164, 44.28023147583008, 7.013567924499512]"
"[0.4288339614868164, 44.28023147583008, 7.013567924499512]",0.0,-32.469969308641055,"[0.4288339614868164, 86.3624496459961, 9.298596382141113]"
"[0.4288339614868164, 86.3624496459961, 9.298596382141113]",0.0,-31.408322147712067,"[0.4288339614868164, 95.19071960449219, 6.7930498123168945]"
"[0.4288339614868164, 95.19071960449219, 6.7930498123168945]",0.0,-30.225519153265964,"[0.4288339614868164, 57.02641296386719, 7.457036972045898]"
"[0.4288339614868164, 57.02641296386719, 7.457036972045898]",0.0,-17.23212541380125,"[0.4288339614868164, 60.82981491088867, 7.361153602600098]"
"[0.4288339614868164, 60.82981491088867, 7.361153602600098]",0.0,-13.979444684121205,"[0.4288339614868164, 33.91759490966797, 5.622102737426758]"
"[0.4288339614868164, 33.91759490966797, 5.622102737426758]",0.0,-5.411901235142189,"[0.4288339614868164, 35.274696350097656, 4.396502494812012]"
"[0.4288339614868164, 35.274696350097656, 4.396502494812012]",0.0,-11.779477600538284,"[0.4288339614868164, 30.10100555419922, 2.8052573204040527]"
"[0.4288339614868164, 30.10100555419922, 2.8052573204040527]",50.0,-10.430263655028378,"[50.4288330078125, 34.695030212402344, 3.6353321075439453]"
"[50.4288330078125, 34.695030212402344, 3.6353321075439453]",-34.695030212402344,3.2273170911810904,"[15.733803749084473, 62.59077453613281, 3.0293426513671875]"
"[15.733803749084473, 62.59077453613281, 3.0293426513671875]",50.0,-30.342099854366595,"[65.73380279541016, 105.88682556152344, 1.010208010673523]"
"[65.73380279541016, 105.88682556152344, 1.010208010673523]",50.0,-35.432105149454145,"[100.0, 120.39585876464844, 3.921635866165161]"
"[100.0, 120.39585876464844, 3.921635866165161]",0.0,-36.30092855093096,"[100.0, 101.22884368896484, 1.0992505550384521]"
"[100.0, 101.22884368896484, 1.0992505550384521]",0.0,-36.72342644606544,"[100.0, 123.55714416503906, 2.662323236465454]"
"[100.0, 123.55714416503906, 2.662323236465454]",0.0,-30.52740455705936,"[100.0, 99.26142120361328, 3.4963200092315674]"
"[100.0, 99.26142120361328, 3.4963200092315674]",-99.26142120361328,97.38345080161429,"[0.7385787963867188, 65.94389343261719, 3.843400001525879]"
"[0.7385787963867188, 65.94389343261719, 3.843400001525879]",0.0,-13.925965812411093,"[0.7385787963867188, 48.895347595214844, 4.5914716720581055]"
"[0.7385787963867188, 48.895347595214844, 4.5914716720581055]",0.0,-10.171109409532054,"[0.7385787963867188, 35.7226676940918, 3.926990270614624]"
"[0.7385787963867188, 35.7226676940918, 3.926990270614624]",0.0,-3.6420057671171424,"[0.7385787963867188, 8.691985130310059, 5.238302230834961]"
"[50.0, -4.216494083404541, 6.061847686767578]",4.216494083404541,0.0,"[54.216495513916016, -9.557373046875, 7.531000137329102]"
"[54.216495513916016, -9.557373046875, 7.531000137329102]",-27.108247756958008,125.14764931544215,"[27.108247756958008, -7.74788236618042, 7.738680839538574]"
"[27.108247756958008, -7.74788236618042, 7.738680839538574]",-13.554123878479004,103.4000380016002,"[13.554123878479004, 15.982956886291504, 7.711413860321045]"
"[13.554123878479004, 15.982956886291504, 7.711413860321045]",0.0,-6.237342393858079,"[13.554123878479004, 19.249897003173828, 8.195550918579102]"
"[13.554123878479004, 19.249897003173828, 8.195550918579102]",0.0,-5.431442426058807,"[13.554123878479004, 33.70491409301758, 6.023911476135254]"
"[13.554123878479004, 33.70491409301758, 6.023911476135254]",0.0,-22.50658809911012,"[13.554123878479004, 50.23895263671875, 9.378543853759766]"
"[13.554123878479004, 50.23895263671875, 9.378543853759766]",0.0,-22.195691053400516,"[13.554123878479004, 88.56481170654297, 6.643561840057373]"
"[13.554123878479004, 88.56481170654297, 6.643561840057373]",0.0,-23.40780116704766,"[13.554123878479004, 99.10115051269531, 6.128093719482422]"
"[13.554123878479004, 99.10115051269531, 6.128093719482422]",0.0,-26.881175102450655,"[13.554123878479004, 85.8068618774414, 5.998514175415039]"
"[13.554123878479004, 85.8068618774414, 5.998514175415039]",0.0,-20.09429003556694,"[13.554123878479004, 65.63510131835938, 6.01820182800293]"
"[13.554123878479004, 65.63510131835938, 6.01820182800293]",0.0,-11.27630602859194,"[13.554123878479004, 45.73167037963867, 3.704597234725952]"
"[13.554123878479004, 45.73167037963867, 3.704597234725952]",0.0,-7.499369534720558,"[13.554123878479004, 27.45348358154297, 4.355879783630371]"
"[13.554123878479004, 27.45348358154297, 4.355879783630371]",0.0,-6.673270404440462,"[13.554123878479004, 46.483192443847656, 1.795163869857788]"
"[13.554123878479004, 46.483192443847656, 1.795163869857788]",50.0,-15.271646695687119,"[63.55412292480469, 50.432594299316406, 3.562082529067993]"
"[63.55412292480469, 50.432594299316406, 3.562082529067993]",-50.432594299316406,20.268770235077266,"[13.121529579162598, 53.74009704589844, 2.405040979385376]"
"[13.121529579162598, 53.74009704589844, 2.405040979385376]",50.0,-29.31343376049842,"[63.12152862548828, 100.35212707519531, 2.0292739868164062]"
"[63.12152862548828, 100.35212707519531, 2.0292739868164062]",50.0,-27.382525809966143,"[100.0, 118.56261444091797, 1.2282211780548096]"
"[100.0, 118.56261444091797, 1.2282211780548096]",0.0,-38.8278265838673,"[100.0, 119.97077178955078, 0.8255227208137512]"
"[100.0, 119.97077178955078, 0.8255227208137512]",0.0,-36.27607358511344,"[100.0, 124.10635375976562, 1.9965076446533203]"
"[100.0, 124.10635375976562, 1.9965076446533203]",0.0,-31.636842398232435,"[100.0, 95.63040161132812, 3.1678309440612793]"
"[100.0, 95.63040161132812, 3.1678309440612793]",-95.63040161132812,63.99626318752189,"[4.369598388671875, 50.04251480102539, 2.274963617324829]"
"[4.369598388671875, 50.04251480102539, 2.274963617324829]",50.0,-16.011175467775654,"[54.369598388671875, 51.92924880981445, 3.710432291030884]"
"[54.369598388671875, 51.92924880981445, 3.710432291030884]",-51.92924880981445,46.77568674663309,"[2.440349578857422, 41.10760498046875, 3.5260746479034424]"
"[2.440349578857422, 41.10760498046875, 3.5260746479034424]",0.0,-2.118632322964658,"[2.440349578857422, -9.193866729736328, 4.848993301391602]"
"[50.0, 20.72128677368164, 5.312661170959473]",-20.72128677368164,83.15802810958387,"[29.27871322631836, -2.912045478820801, 5.086804389953613]"
"[29.27871322631836, -2.912045478820801, 5.086804389953613]",2.912045478820801,-6.376179136078405,"[32.190757751464844, 8.825520515441895, 6.094329357147217]"
"[32.190757751464844, 8.825520515441895, 6.094329357147217]",-8.825520515441895,99.25007313351097,"[23.365238189697266, -3.9787681102752686, 5.134151458740234]"
"[23.365238189697266, -3.9787681102752686, 5.134151458740234]",3.9787681102752686,0.0,"[27.344005584716797, 31.933683395385742, 8.580307960510254]"
"[27.344005584716797, 31.933683395385742, 8.580307960510254]",0.0,-7.599095058722602,"[27.344005584716797, 28.872617721557617, 8.278650283813477]"
"[27.344005584716797, 28.872617721557617, 8.278650283813477]",0.0,-19.971792639810044,"[27.344005584716797, 69.05525970458984, 9.574634552001953]"
"[27.344005584716797, 69.05525970458984, 9.574634552001953]",0.0,-25.950723123084806,"[27.344005584716797, 79.92352294921875, 6.655726909637451]"
"[27.344005584716797, 79.92352294921875, 6.655726909637451]",0.0,-31.04965484685316,"[27.344005584716797, 92.30194854736328, 5.7250142097473145]"
"[27.344005584716797, 92.30194854736328, 5.7250142097473145]",0.0,-25.499941899532224,"[27.344005584716797, 101.7719955444336, 6.90540885925293]"
"[27.344005584716797, 101.7719955444336, 6.90540885925293]",0.0,-20.235196329761816,"[27.344005584716797, 61.43784713745117, 6.321311950683594]"
"[27.344005584716797, 61.43784713745117, 6.321311950683594]",0.0,-10.216566558215225,"[27.344005584716797, 41.73092269897461, 4.788265228271484]"
"[27.344005584716797, 41.73092269897461, 4.788265228271484]",0.0,-7.536852261791875,"[27.344005584716797, 19.48038101196289, 4.781328201293945]"
"[27.344005584716797, 19.48038101196289, 4.781328201293945]",-19.48038101196289,6.8978206773773465,"[7.863624572753906, 31.791915893554688, 4.889777183532715]"
"[7.863624572753906, 31.791915893554688, 4.889777183532715]",0.0,-16.696995315415137,"[7.863624572753906, 50.818641662597656, 4.610795974731445]"
"[7.863624572753906, 50.818641662597656, 4.610795974731445]",0.0,-18.03959275640536,"[7.863624572753906, 80.57563781738281, 3.988497734069824]"
"[7.863624572753906, 80.57563781738281, 3.988497734069824]",0.0,-27.009661016427366,"[7.863624572753906, 101.81595611572266, 1.6539193391799927]"
"[7.863624572753906, 101.81595611572266, 1.6539193391799927]",50.0,-34.13685672093634,"[57.863624572753906, 126.34370422363281, 2.153285264968872]"
"[57.863624572753906, 126.34370422363281, 2.153285264968872]",50.0,-38.54292483534019,"[100.0, 123.95198822021484, 0.9420465230941772]"
"[100.0, 123.95198822021484, 0.9420465230941772]",0.0,-32.437483081560245,"[100.0, 120.56940460205078, 3.0487565994262695]"
"[100.0, 120.56940460205078, 3.0487565994262695]",0.0,-27.950115066832414,"[100.0, 78.81321716308594, 2.230884313583374]"
"[100.0, 78.81321716308594, 2.230884313583374]",-78.81321716308594,53.98240338631477,"[21.186782836914062, 83.2259292602539, 3.251211166381836]"
"[21.186782836914062, 83.2259292602539, 3.251211166381836]",0.0,-7.5894065565979645,"[21.186782836914062, 61.53459548950195, 4.972817897796631]"
"[21.186782836914062, 61.53459548950195, 4.972817897796631]",0.0,-6.026491690741085,"[21.186782836914062, 48.064144134521484, 5.810243606567383]"
"[21.186782836914062, 48.064144134521484, 5.810243606567383]",0.0,-6.90885914346571,"[21.186782836914062, -20.471843719482422, 5.227013111114502]"
"[50.0, -16.838518142700195, 4.275815010070801]",16.838518142700195,0.0,"[66.83851623535156, -0.8196369409561157, 7.38126277923584]"
"[66.83851623535156, -0.8196369409561157, 7.38126277923584]",-33.41925811767578,142.22654592168058,"[33.41925811767578, -7.639954566955566, 5.694760799407959]"
"[33.41925811767578, -7.639954566955566, 5.694760799407959]",7.639954566955566,-2.2673642376059253,"[41.05921173095703, 2.5589518547058105, 6.679162979125977]"
"[41.05921173095703, 2.5589518547058105, 6.679162979125977]",-2.5589518547058105,-2.4176183622828655,"[38.50025939941406, 16.88702964782715, 5.338437557220459]"
"[38.50025939941406, 16.88702964782715, 5.338437557220459]",-16.88702964782715,2.856996446921607,"[21.613229751586914, 40.349449157714844, 9.45193862915039]"
"[21.613229751586914, 40.349449157714844, 9.45193862915039]",0.0,-16.20603721315441,"[21.613229751586914, 70.00659942626953, 7.184896945953369]"
"[21.613229751586914, 70.00659942626953, 7.184896945953369]",0.0,-27.181218981414492,"[21.613229751586914, 98.83277130126953, 9.254012107849121]"
"[21.613229751586914, 98.83277130126953, 9.254012107849121]",0.0,-33.69566731554501,"[21.613229751586914, 99.21287536621094, 7.1772260665893555]"
"[21.613229751586914, 99.21287536621094, 7.1772260665893555]",0.0,-23.498722309047466,"[21.613229751586914, 69.15222930908203, 7.490355968475342]"
"[21.613229751586914, 69.15222930908203, 7.490355968475342]",0.0,-15.909458002028455,"[21.613229751586914, 58.77143859863281, 5.229671955108643]"
"[21.613229751586914, 58.77143859863281, 5.229671955108643]",0.0,-14.721513835378238,"[21.613229751586914, 46.759376525878906, 5.230064868927002]"
"[21.613229751586914, 46.759376525878906, 5.230064868927002]",0.0,-8.824037355707823,"[21.613229751586914, 16.779539108276367, 7.254176616668701]"
"[21.613229751586914, 16.779539108276367, 7.254176616668701]",-4.833690643310547,-6.682508359057886,"[16.779539108276367, 30.567489624023438, 2.609025239944458]"
"[16.779539108276367, 30.567489624023438, 2.609025239944458]",50.0,-12.801142201417022,"[66.779541015625, 41.271568298339844, 3.947739601135254]"
"[66.779541015625, 41.271568298339844, 3.947739601135254]",-41.271568298339844,10.255172257322256,"[25.507970809936523, 51.62435531616211, 2.6222193241119385]"
"[25.507970809936523, 51.62435531616211, 2.6222193241119385]",50.0,-24.63886087996906,"[75.50797271728516, 91.8477554321289, 1.7699865102767944]"
"[75.50797271728516, 91.8477554321289, 1.7699865102767944]",0.0,-34.50142419322248,"[75.50797271728516, 112.3918228149414, 2.8235549926757812]"
"[75.50797271728516, 112.3918228149414, 2.8235549926757812]",0.0,-33.61018105712484,"[75.50797271728516, 118.45035552978516, 2.3505806922912598]"
"[75.50797271728516, 118.45035552978516, 2.3505806922912598]",0.0,-34.46080871203786,"[75.50797271728516, 97.18482971191406, 1.6175283193588257]"
"[75.50797271728516, 97.18482971191406, 1.6175283193588257]",0.0,-21.63707758105101,"[75.50797271728516, 102.36650085449219, 2.7017552852630615]"
"[75.50797271728516, 102.36650085449219, 2.7017552852630615]",0.0,-21.419068886063933,"[75.50797271728516, 65.26763153076172, 3.4019296169281006]"
"[75.50797271728516, 65.26763153076172, 3.4019296169281006]",-65.26763153076172,27.352623650196442,"[10.240339279174805, 50.60215759277344, 4.190611362457275]"
"[10.240339279174805, 50.60215759277344, 4.190611362457275]",0.0,-8.634211268333159,"[10.240339279174805, 29.381702423095703, 2.7269651889801025]"
"[10.240339279174805, 29.381702423095703, 2.7269651889801025]",50.0,-3.5065671453598637,"[60.24034118652344, 3.3710999488830566, 5.157019138336182]"
"[50.0, 0.3961324989795685, 5.56010103225708]",-0.3961324989795685,6.136724077655054,"[49.60386657714844, -17.25159454345703, 7.18817138671875]"
"[49.60386657714844, -17.25159454345703, 7.18817138671875]",-24.80193328857422,143.06345585058367,"[24.80193328857422, -8.304622650146484, 6.633456230163574]"
"[24.80193328857422, -8.304622650146484, 6.633456230163574]",8.304622650146484,-1.1481757712517096,"[33.1065559387207, -2.2845263481140137, 9.025628089904785]"
"[33.1065559387207, -2.2845263481140137, 9.025628089904785]",-16.55327796936035,7.100403924933232,"[16.55327796936035, 2.101328134536743, 7.997190952301025]"
"[16.55327796936035, 2.101328134536743, 7.997190952301025]",-8.276638984680176,-2.794552757442866,"[8.276638984680176, 50.042701721191406, 9.869956016540527]"
"[8.276638984680176, 50.042701721191406, 9.869956016540527]",0.0,-16.02766421492718,"[8.276638984680176, 53.33901596069336, 9.122598648071289]"
"[8.276638984680176, 53.33901596069336, 9.122598648071289]",0.0,-29.648964796825734,"[8.276638984680176, 97.88178253173828, 7.497392654418945]"
"[8.276638984680176, 97.88178253173828, 7.497392654418945]",0.0,-32.650556347491424,"[8.276638984680176, 100.8853988647461, 10.27115535736084]"
"[8.276638984680176, 100.8853988647461, 10.27115535736084]",0.0,-28.685193604720492,"[8.276638984680176, 114.17569732666016, 6.873283386230469]"
"[8.276638984680176, 114.17569732666016, 6.873283386230469]",0.0,-19.72272080159155,"[8.276638984680176, 58.20816421508789, 4.473785877227783]"
"[8.276638984680176, 58.20816421508789, 4.473785877227783]",0.0,-4.516249541281056,"[8.276638984680176, 31.263906478881836, 2.5189754962921143]"
"[8.276638984680176, 31.263906478881836, 2.5189754962921143]",50.0,-4.105415360314242,"[58.27663803100586, 36.442413330078125, 3.475372791290283]"
"[58.27663803100586, 36.442413330078125, 3.475372791290283]",-36.442413330078125,31.454687650341434,"[21.834224700927734, 47.04926681518555, 4.874439239501953]"
"[21.834224700927734, 47.04926681518555, 4.874439239501953]",0.0,-21.57554707191936,"[21.834224700927734, 48.74251174926758, 3.597532272338867]"
"[21.834224700927734, 48.74251174926758, 3.597532272338867]",0.0,-22.353355826566215,"[21.834224700927734, 82.42242431640625, 1.8559209108352661]"
"[21.834224700927734, 82.42242431640625, 1.8559209108352661]",50.0,-33.876357803516136,"[71.834228515625, 92.8647232055664, 2.1390814781188965]"
"[71.834228515625, 92.8647232055664, 2.1390814781188965]",50.0,-32.73478465705563,"[100.0, 94.10877990722656, 0.633635401725769]"
"[100.0, 94.10877990722656, 0.633635401725769]",-94.10877990722656,36.97934322783279,"[5.8912200927734375, 133.52943420410156, 2.5746536254882812]"
"[5.8912200927734375, 133.52943420410156, 2.5746536254882812]",50.0,-32.73968127809826,"[55.89122009277344, 109.39350128173828, 1.341792106628418]"
"[55.89122009277344, 109.39350128173828, 1.341792106628418]",50.0,-28.364248491434587,"[100.0, 79.7363510131836, 3.0959036350250244]"
"[100.0, 79.7363510131836, 3.0959036350250244]",-79.7363510131836,47.27153497556324,"[20.263648986816406, 75.40449523925781, 2.095411539077759]"
"[20.263648986816406, 75.40449523925781, 2.095411539077759]",50.0,-12.755622766435273,"[70.2636489868164, 72.96749114990234, 3.6645407676696777]"
"[70.2636489868164, 72.96749114990234, 3.6645407676696777]",0.0,-12.452110509564934,"[70.2636489868164, 11.459504127502441, 3.822582483291626]"
"[70.2636489868164, 11.459504127502441, 3.822582483291626]",-11.459504127502441,7.967125037601718,"[58.80414581298828, 5.824234962463379, 5.328341007232666]"
"[50.0, -3.8647351264953613, 5.271892547607422]",3.8647351264953613,-2.1471513011247025,"[53.8647346496582, 2.1178526878356934, 5.591911792755127]"
"[53.8647346496582, 2.1178526878356934, 5.591911792755127]",-2.1178526878356934,-4.070586722630618,"[51.746883392333984, -25.784658432006836, 6.13749885559082]"
"[51.746883392333984, -25.784658432006836, 6.13749885559082]",25.784658432006836,-1.9681451203906069,"[77.53153991699219, 5.9679083824157715, 6.735260963439941]"
"[77.53153991699219, 5.9679083824157715, 6.735260963439941]",-5.9679083824157715,-3.4237508104837016,"[71.56362915039062, 8.342504501342773, 6.713919639587402]"
"[71.56362915039062, 8.342504501342773, 6.713919639587402]",-8.342504501342773,-1.4698790438238678,"[63.22112274169922, 40.00796890258789, 7.1228556632995605]"
"[63.22112274169922, 40.00796890258789, 7.1228556632995605]",-23.213153839111328,-2.4290242626272907,"[40.00796890258789, 58.372066497802734, 7.634049892425537]"
"[40.00796890258789, 58.372066497802734, 7.634049892425537]",0.0,-27.31835290383779,"[40.00796890258789, 87.77723693847656, 6.867603302001953]"
"[40.00796890258789, 87.77723693847656, 6.867603302001953]",0.0,-29.251910729377833,"[40.00796890258789, 113.17215728759766, 8.715600967407227]"
"[40.00796890258789, 113.17215728759766, 8.715600967407227]",0.0,-28.490154330415763,"[40.00796890258789, 99.96746826171875, 7.903109073638916]"
"[40.00796890258789, 99.96746826171875, 7.903109073638916]",0.0,-20.266715410535017,"[40.00796890258789, 80.11784362792969, 5.528313159942627]"
"[40.00796890258789, 80.11784362792969, 5.528313159942627]",0.0,-10.555174472056102,"[40.00796890258789, 45.71025848388672, 6.40704345703125]"
"[40.00796890258789, 45.71025848388672, 6.40704345703125]",0.0,-7.610244214744137,"[40.00796890258789, 17.851057052612305, 4.347548007965088]"
