state,action,reward,next_state
"[29.25674819946289, 31.100982666015625, 3.4373390674591064]",0.0,0.0,"[29.25674819946289, -1.1101007461547852, 5.097967624664307]"
"[50.0, 13.835582733154297, 3.1014487743377686]",50.0,0.0,"[100.0, 10.702101707458496, 6.3873701095581055]"
"[100.0, 10.702101707458496, 6.3873701095581055]",-10.702101707458496,43.95439087683128,"[89.29789733886719, -2.5620810985565186, 5.820980548858643]"
"[89.29789733886719, -2.5620810985565186, 5.820980548858643]",2.5620810985565186,-3.817290571256978,"[91.85997772216797, 0.042630475014448166, 6.99666166305542]"
"[91.85997772216797, 0.042630475014448166, 6.99666166305542]",-0.042630475014448166,-0.9709644665210522,"[91.81735229492188, 9.8748197555542, 7.813653945922852]"
"[91.81735229492188, 9.8748197555542, 7.813653945922852]",-45.90867614746094,18.97076736540398,"[45.90867233276367, 41.70681381225586, 7.300729274749756]"
"[45.90867233276367, 41.70681381225586, 7.300729274749756]",-4.2018585205078125,-17.475178683904236,"[41.70681381225586, 63.96592712402344, 8.885147094726562]"
"[41.70681381225586, 63.96592712402344, 8.885147094726562]",0.0,-25.639348978271567,"[41.70681381225586, 80.08582305908203, 7.674400329589844]"
"[41.70681381225586, 80.08582305908203, 7.674400329589844]",0.0,-31.03231889882568,"[41.70681381225586, 80.0683822631836, 9.333335876464844]"
"[41.70681381225586, 80.0683822631836, 9.333335876464844]",0.0,-23.00775985007638,"[41.70681381225586, 80.5901870727539, 6.84965705871582]"
"[41.70681381225586, 80.5901870727539, 6.84965705871582]",0.0,-9.243051004192866,"[41.70681381225586, 67.25894165039062, 5.1338067054748535]"
"[41.70681381225586, 67.25894165039062, 5.1338067054748535]",0.0,-13.738985022509064,"[41.70681381225586, 59.73273468017578, 5.56002140045166]"
"[41.70681381225586, 59.73273468017578, 5.56002140045166]",0.0,-13.497379264492821,"[41.70681381225586, 28.481420516967773, 5.3079400062561035]"
"[41.70681381225586, 28.481420516967773, 5.3079400062561035]",-28.481420516967773,22.07719259704048,"[13.225393295288086, 31.90313148498535, 2.534879684448242]"
"[13.225393295288086, 31.90313148498535, 2.534879684448242]",50.0,-17.459633906057284,"[63.22539520263672, 47.937923431396484, 5.044274806976318]"
"[63.22539520263672, 47.937923431396484, 5.044274806976318]",-47.937923431396484,19.933766991567047,"[15.287469863891602, 77.33936309814453, 3.992253541946411]"
"[15.287469863891602, 77.33936309814453, 3.992253541946411]",0.0,-34.189099952586545,"[15.287469863891602, 86.39840698242188, 3.502138376235962]"
"[15.287469863891602, 86.39840698242188, 3.502138376235962]",0.0,-33.1121660197029,"[15.287469863891602, 120.36600494384766, 1.9420593976974487]"
"[15.287469863891602, 120.36600494384766, 1.9420593976974487]",50.0,-36.902515004066316,"[65.28746795654297, 122.3405532836914, 1.2956358194351196]"
"[65.28746795654297, 122.3405532836914, 1.2956358194351196]",50.0,-35.19875934053514,"[100.0, 100.71856689453125, 2.8150527477264404]"
"[100.0, 100.71856689453125, 2.8150527477264404]",0.0,-33.587903375567805,"[100.0, 100.08171081542969, 3.03112530708313]"
"[100.0, 100.08171081542969, 3.03112530708313]",0.0,-18.252926949450398,"[100.0, 63.31595993041992, 2.3857457637786865]"
"[100.0, 63.31595993041992, 2.3857457637786865]",-63.31595993041992,100.57033477821086,"[36.68404006958008, 29.437395095825195, 2.4998300075531006]"
"[36.68404006958008, 29.437395095825195, 2.4998300075531006]",50.0,-10.323234319116553,"[86.68403625488281, 32.932125091552734, 2.730503559112549]"
"[86.68403625488281, 32.932125091552734, 2.730503559112549]",-32.932125091552734,115.20224480644869,"[53.751914978027344, 2.703248977661133, 4.423792362213135]"
"[50.0, -14.655875205993652, 4.535849571228027]",14.655875205993652,-0.45833286136144014,"[64.65587615966797, 17.96424102783203, 7.072226047515869]"
"[64.65587615966797, 17.96424102783203, 7.072226047515869]",-32.327938079833984,140.74841476339503,"[32.327938079833984, -4.601056098937988, 6.44766902923584]"
"[32.327938079833984, -4.601056098937988, 6.44766902923584]",4.601056098937988,-0.6497738074336789,"[36.928993225097656, 0.28070467710494995, 7.061108112335205]"
"[36.928993225097656, 0.28070467710494995, 7.061108112335205]",-18.464496612548828,6.890232972776751,"[18.464496612548828, 19.55658721923828, 10.329855918884277]"
"[18.464496612548828, 19.55658721923828, 10.329855918884277]",0.0,-4.788983548480678,"[18.464496612548828, 50.78113555908203, 8.503100395202637]"
"[18.464496612548828, 50.78113555908203, 8.503100395202637]",0.0,-18.141174525372143,"[18.464496612548828, 44.65622329711914, 8.078949928283691]"
"[18.464496612548828, 44.65622329711914, 8.078949928283691]",0.0,-28.813540462385514,"[18.464496612548828, 87.46926879882812, 8.682687759399414]"
"[18.464496612548828, 87.46926879882812, 8.682687759399414]",0.0,-33.97301243553377,"[18.464496612548828, 113.59009552001953, 8.10602855682373]"
"[18.464496612548828, 113.59009552001953, 8.10602855682373]",0.0,-27.184872715450407,"[18.464496612548828, 97.48371887207031, 6.764097213745117]"
"[18.464496612548828, 97.48371887207031, 6.764097213745117]",0.0,-17.961824353330254,"[18.464496612548828, 70.56470489501953, 7.1514410972595215]"
"[18.464496612548828, 70.56470489501953, 7.1514410972595215]",0.0,-13.690807141293504,"[18.464496612548828, 61.47031021118164, 6.685661315917969]"
"[18.464496612548828, 61.47031021118164, 6.685661315917969]",0.0,-4.362580499827809,"[18.464496612548828, 43.98777389526367, 4.116666316986084]"
"[18.464496612548828, 43.98777389526367, 4.116666316986084]",0.0,-6.968310786744946,"[18.464496612548828, 26.366413116455078, 3.992988109588623]"
"[18.464496612548828, 26.366413116455078, 3.992988109588623]",0.0,-18.540361239376875,"[18.464496612548828, 67.48514556884766, 2.49830961227417]"
"[18.464496612548828, 67.48514556884766, 2.49830961227417]",50.0,-25.69474170898418,"[68.46449279785156, 83.28292083740234, 2.871093511581421]"
"[68.46449279785156, 83.28292083740234, 2.871093511581421]",0.0,-36.7066873782962,"[68.46449279785156, 82.44905090332031, 2.569448947906494]"
"[68.46449279785156, 82.44905090332031, 2.569448947906494]",50.0,-33.895596160608896,"[100.0, 128.80050659179688, 1.599385380744934]"
"[100.0, 128.80050659179688, 1.599385380744934]",0.0,-34.25416872261608,"[100.0, 114.1386489868164, 1.2847788333892822]"
"[100.0, 114.1386489868164, 1.2847788333892822]",0.0,-40.104737934885385,"[100.0, 122.10566711425781, 3.0681915283203125]"
"[100.0, 122.10566711425781, 3.0681915283203125]",0.0,-29.518033283635177,"[100.0, 86.7541732788086, 3.0084707736968994]"
"[100.0, 86.7541732788086, 3.0084707736968994]",-86.7541732788086,75.59078863218241,"[13.245826721191406, 84.25791931152344, 3.8733937740325928]"
"[13.245826721191406, 84.25791931152344, 3.8733937740325928]",0.0,-12.665209562044925,"[13.245826721191406, 44.05684280395508, 4.625278472900391]"
"[13.245826721191406, 44.05684280395508, 4.625278472900391]",0.0,-6.572735999756453,"[13.245826721191406, 23.669567108154297, 2.676577568054199]"
"[13.245826721191406, 23.669567108154297, 2.676577568054199]",50.0,0.0,"[63.245826721191406, 16.283857345581055, 5.685924530029297]"
"[50.0, -21.08451271057129, 5.455987930297852]",21.08451271057129,0.0,"[71.08451080322266, -15.719619750976562, 5.481314659118652]"
"[71.08451080322266, -15.719619750976562, 5.481314659118652]",15.719619750976562,0.0,"[86.80413055419922, 7.624034404754639, 7.359438419342041]"
"[86.80413055419922, 7.624034404754639, 7.359438419342041]",-43.40206527709961,121.74512676222822,"[43.40206527709961, 9.823334693908691, 6.299786567687988]"
"[43.40206527709961, 9.823334693908691, 6.299786567687988]",-9.823334693908691,8.773308595036625,"[33.578731536865234, -8.550013542175293, 7.776230335235596]"
"[33.578731536865234, -8.550013542175293, 7.776230335235596]",-16.789365768432617,3.92318167488396,"[16.789365768432617, 31.798093795776367, 8.284793853759766]"
"[16.789365768432617, 31.798093795776367, 8.284793853759766]",0.0,-15.996976782090396,"[16.789365768432617, 81.93562316894531, 11.713850021362305]"
"[16.789365768432617, 81.93562316894531, 11.713850021362305]",0.0,-23.773939249371196,"[16.789365768432617, 88.69271087646484, 8.44722843170166]"
"[16.789365768432617, 88.69271087646484, 8.44722843170166]",0.0,-29.06455246644382,"[16.789365768432617, 111.20790100097656, 8.932064056396484]"
"[16.789365768432617, 111.20790100097656, 8.932064056396484]",0.0,-27.397986301400504,"[16.789365768432617, 94.31977081298828, 6.2158050537109375]"
"[16.789365768432617, 94.31977081298828, 6.2158050537109375]",0.0,-20.77485199882955,"[16.789365768432617, 55.8905029296875, 7.547015190124512]"
"[16.789365768432617, 55.8905029296875, 7.547015190124512]",0.0,-8.321909460437556,"[16.789365768432617, 43.39952087402344, 5.099373817443848]"
"[16.789365768432617, 43.39952087402344, 5.099373817443848]",0.0,-10.705514677086217,"[16.789365768432617, 19.85063362121582, 6.688728332519531]"
"[16.789365768432617, 19.85063362121582, 6.688728332519531]",0.0,-9.573481871626402,"[16.789365768432617, 38.54690170288086, 3.6833057403564453]"
"[16.789365768432617, 38.54690170288086, 3.6833057403564453]",0.0,-17.998631800593426,"[16.789365768432617, 53.35349655151367, 4.133077144622803]"
"[16.789365768432617, 53.35349655151367, 4.133077144622803]",0.0,-22.085645105772002,"[16.789365768432617, 69.02151489257812, 3.6906983852386475]"
"[16.789365768432617, 69.02151489257812, 3.6906983852386475]",0.0,-32.69731833193971,"[16.789365768432617, 99.65534973144531, 4.38231897354126]"
"[16.789365768432617, 99.65534973144531, 4.38231897354126]",0.0,-37.219790189431315,"[16.789365768432617, 122.55101776123047, 0.746258020401001]"
"[16.789365768432617, 122.55101776123047, 0.746258020401001]",50.0,-40.94143346069306,"[66.78936767578125, 116.79837036132812, 3.848891496658325]"
"[66.78936767578125, 116.79837036132812, 3.848891496658325]",0.0,-31.453220619677687,"[66.78936767578125, 103.33914947509766, 2.468660831451416]"
"[66.78936767578125, 103.33914947509766, 2.468660831451416]",50.0,-24.662778113759078,"[100.0, 85.65601348876953, 2.5668654441833496]"
"[100.0, 85.65601348876953, 2.5668654441833496]",-85.65601348876953,75.79597361350699,"[14.343986511230469, 71.7684326171875, 3.6947457790374756]"
"[14.343986511230469, 71.7684326171875, 3.6947457790374756]",0.0,-24.859185039136495,"[14.343986511230469, 55.462955474853516, 2.2254748344421387]"
"[14.343986511230469, 55.462955474853516, 2.2254748344421387]",50.0,-9.382112889302245,"[64.34398651123047, 39.31895065307617, 5.070901870727539]"
"[64.34398651123047, 39.31895065307617, 5.070901870727539]",-39.31895065307617,219.5812954878149,"[25.025035858154297, 3.294401168823242, 4.970003128051758]"
"[50.0, 2.736088752746582, 2.9379754066467285]",-2.736088752746582,11.167136024411462,"[47.263912200927734, 17.572542190551758, 4.721293926239014]"
"[47.263912200927734, 17.572542190551758, 4.721293926239014]",-17.572542190551758,113.89141415730258,"[29.691370010375977, -14.796893119812012, 6.284212112426758]"
"[29.691370010375977, -14.796893119812012, 6.284212112426758]",14.796893119812012,-1.7351520978811932,"[44.48826217651367, 13.92185115814209, 7.4596638679504395]"
"[44.48826217651367, 13.92185115814209, 7.4596638679504395]",-22.244131088256836,28.93225390591583,"[22.244131088256836, 22.129253387451172, 8.031299591064453]"
"[22.244131088256836, 22.129253387451172, 8.031299591064453]",-0.11487770080566406,-9.82556655530108,"[22.129253387451172, 21.771774291992188, 8.330479621887207]"
"[22.129253387451172, 21.771774291992188, 8.330479621887207]",-0.3574790954589844,-20.846487830678914,"[21.771774291992188, 63.32976150512695, 6.884613990783691]"
"[21.771774291992188, 63.32976150512695, 6.884613990783691]",0.0,-26.297972916402806,"[21.771774291992188, 90.89936828613281, 6.8837809562683105]"
"[21.771774291992188, 90.89936828613281, 6.8837809562683105]",0.0,-27.431905944434547,"[21.771774291992188, 117.17475891113281, 6.802692413330078]"
"[21.771774291992188, 117.17475891113281, 6.802692413330078]",0.0,-28.706397462617552,"[21.771774291992188, 89.3340072631836, 7.60915994644165]"
"[21.771774291992188, 89.3340072631836, 7.60915994644165]",0.0,-13.528390637262168,"[21.771774291992188, 65.40581512451172, 7.729191780090332]"
"[21.771774291992188, 65.40581512451172, 7.729191780090332]",0.0,-13.58384401400727,"[21.771774291992188, 37.82033920288086, 5.240833282470703]"
"[21.771774291992188, 37.82033920288086, 5.240833282470703]",0.0,-7.668858997781751,"[21.771774291992188, 36.031333923339844, 3.3754072189331055]"
"[21.771774291992188, 36.031333923339844, 3.3754072189331055]",0.0,-12.415340239321885,"[21.771774291992188, 24.23202133178711, 3.4142441749572754]"
"[21.771774291992188, 24.23202133178711, 3.4142441749572754]",0.0,-12.888394651390358,"[21.771774291992188, 59.696563720703125, 5.386415958404541]"
"[21.771774291992188, 59.696563720703125, 5.386415958404541]",0.0,-17.202514758254367,"[21.771774291992188, 59.207603454589844, 2.9059486389160156]"
"[21.771774291992188, 59.207603454589844, 2.9059486389160156]",0.0,-33.69538594073886,"[21.771774291992188, 87.0115966796875, 3.9742496013641357]"
"[21.771774291992188, 87.0115966796875, 3.9742496013641357]",0.0,-33.06010740521401,"[21.771774291992188, 104.84214782714844, 2.514495611190796]"
"[21.771774291992188, 104.84214782714844, 2.514495611190796]",50.0,-41.345106909377606,"[71.77177429199219, 99.12963104248047, 0.9973907470703125]"
"[71.77177429199219, 99.12963104248047, 0.9973907470703125]",50.0,-31.54259404259923,"[100.0, 119.55730438232422, 2.2557029724121094]"
"[100.0, 119.55730438232422, 2.2557029724121094]",0.0,-28.496922868542942,"[100.0, 92.3875732421875, 2.977566957473755]"
"[100.0, 92.3875732421875, 2.977566957473755]",-92.3875732421875,32.884192088713945,"[7.6124267578125, 87.72181701660156, 3.3692240715026855]"
"[7.6124267578125, 87.72181701660156, 3.3692240715026855]",0.0,-20.41743858996109,"[7.6124267578125, 69.80995178222656, 3.4890429973602295]"
"[7.6124267578125, 69.80995178222656, 3.4890429973602295]",0.0,-3.7047862112376055,"[7.6124267578125, 35.13911056518555, 3.1735522747039795]"
"[7.6124267578125, 35.13911056518555, 3.1735522747039795]",0.0,-0.4985942800316345,"[7.6124267578125, -21.632598876953125, 7.49392032623291]"
"[50.0, 3.4615767002105713, 5.223810195922852]",-3.4615767002105713,36.573399449819135,"[46.538421630859375, -0.10287132859230042, 5.735039710998535]"
"[46.538421630859375, -0.10287132859230042, 5.735039710998535]",0.10287132859230042,0.0,"[46.641292572021484, 22.80164337158203, 6.044029235839844]"
"[46.641292572021484, 22.80164337158203, 6.044029235839844]",-22.80164337158203,132.7826857808876,"[23.839649200439453, 16.931777954101562, 8.170832633972168]"
"[23.839649200439453, 16.931777954101562, 8.170832633972168]",-6.907871246337891,1.8089973218059046,"[16.931777954101562, 10.413506507873535, 8.005911827087402]"
"[16.931777954101562, 10.413506507873535, 8.005911827087402]",-6.518271446228027,-10.211908320163705,"[10.413506507873535, 40.38823699951172, 8.064465522766113]"
"[10.413506507873535, 40.38823699951172, 8.064465522766113]",0.0,-10.271198423255157,"[10.413506507873535, 56.81026077270508, 6.9319987297058105]"
"[10.413506507873535, 56.81026077270508, 6.9319987297058105]",0.0,-26.58900885428586,"[10.413506507873535, 91.85961151123047, 8.415943145751953]"
"[10.413506507873535, 91.85961151123047, 8.415943145751953]",0.0,-31.809824376312612,"[10.413506507873535, 91.92516326904297, 8.62769603729248]"
"[10.413506507873535, 91.92516326904297, 8.62769603729248]",0.0,-26.6827405772414,"[10.413506507873535, 88.4868392944336, 6.942799091339111]"
"[10.413506507873535, 88.4868392944336, 6.942799091339111]",0.0,-17.355349235790754,"[10.413506507873535, 71.88782501220703, 4.655948638916016]"
"[10.413506507873535, 71.88782501220703, 4.655948638916016]",0.0,-8.398012611980398,"[10.413506507873535, 34.60738754272461, 7.3978447914123535]"
"[10.413506507873535, 34.60738754272461, 7.3978447914123535]",0.0,-10.027014772030746,"[10.413506507873535, 30.77200698852539, 5.756642818450928]"
"[10.413506507873535, 30.77200698852539, 5.756642818450928]",0.0,-13.487366563967536,"[10.413506507873535, 33.39464569091797, 3.1953206062316895]"
"[10.413506507873535, 33.39464569091797, 3.1953206062316895]",0.0,-17.704426098696672,"[10.413506507873535, 54.32991409301758, 4.133591175079346]"
"[10.413506507873535, 54.32991409301758, 4.133591175079346]",0.0,-26.929949071053038,"[10.413506507873535, 76.00301361083984, 3.4699220657348633]"
"[10.413506507873535, 76.00301361083984, 3.4699220657348633]",0.0,-30.511970706857696,"[10.413506507873535, 86.20809173583984, 3.084561586380005]"
"[10.413506507873535, 86.20809173583984, 3.084561586380005]",0.0,-30.40038177004937,"[10.413506507873535, 99.74237823486328, 1.1567034721374512]"
"[10.413506507873535, 99.74237823486328, 1.1567034721374512]",50.0,-37.85622267660006,"[60.41350555419922, 114.5802993774414, 4.495619773864746]"
"[60.41350555419922, 114.5802993774414, 4.495619773864746]",0.0,-31.537024338836613,"[60.41350555419922, 116.04415893554688, 2.408353805541992]"
"[60.41350555419922, 116.04415893554688, 2.408353805541992]",50.0,-27.059120916960875,"[100.0, 97.7119369506836, 0.0031634930055588484]"
"[100.0, 97.7119369506836, 0.0031634930055588484]",-97.7119369506836,80.67410909794197,"[2.2880630493164062, 69.077392578125, 5.239208698272705]"
"[2.2880630493164062, 69.077392578125, 5.239208698272705]",0.0,-15.317633903262646,"[2.2880630493164062, 54.258544921875, 4.937465667724609]"
"[2.2880630493164062, 54.258544921875, 4.937465667724609]",0.0,-6.777019118959994,"[2.2880630493164062, 26.490203857421875, 4.959011554718018]"
"[2.2880630493164062, 26.490203857421875, 4.959011554718018]",0.0,-4.987393233979976,"[2.2880630493164062, 9.087257385253906, 4.953699588775635]"
"[50.0, 6.434422492980957, 2.48926043510437]",50.0,-7.992198169058104,"[100.0, -1.029808521270752, 5.536178112030029]"
"[100.0, -1.029808521270752, 5.536178112030029]",1.029808521270752,-2.781891179631978,"[100.0, 2.7274439334869385, 5.723162651062012]"
"[100.0, 2.7274439334869385, 5.723162651062012]",-2.7274439334869385,74.99108119348598,"[97.27255249023438, 1.2675873041152954, 7.416999340057373]"
"[97.27255249023438, 1.2675873041152954, 7.416999340057373]",-48.63627624511719,211.00427282714838,"[48.63628005981445, 3.1834428310394287, 9.149639129638672]"
"[48.63628005981445, 3.1834428310394287, 9.149639129638672]",-24.318140029907227,6.273196553593535,"[24.318140029907227, 19.79436492919922, 8.907042503356934]"
"[24.318140029907227, 19.79436492919922, 8.907042503356934]",-4.523775100708008,-13.871858510581443,"[19.79436492919922, 77.94244384765625, 6.463406085968018]"
"[19.79436492919922, 77.94244384765625, 6.463406085968018]",0.0,-34.08052673357923,"[19.79436492919922, 92.38556671142578, 6.447969913482666]"
"[19.79436492919922, 92.38556671142578, 6.447969913482666]",0.0,-28.776395815476935,"[19.79436492919922, 88.83340454101562, 7.789246559143066]"
"[19.79436492919922, 88.83340454101562, 7.789246559143066]",0.0,-23.30841703842191,"[19.79436492919922, 80.09081268310547, 8.40499210357666]"
"[19.79436492919922, 80.09081268310547, 8.40499210357666]",0.0,-16.613789966504953,"[19.79436492919922, 58.407108306884766, 6.209340572357178]"
"[19.79436492919922, 58.407108306884766, 6.209340572357178]",0.0,-11.304561135285423,"[19.79436492919922, 29.06685447692871, 5.877060890197754]"
"[19.79436492919922, 29.06685447692871, 5.877060890197754]",0.0,-10.633666592231025,"[19.79436492919922, 37.57040786743164, 3.793955087661743]"
"[19.79436492919922, 37.57040786743164, 3.793955087661743]",0.0,-11.242901075276452,"[19.79436492919922, 26.651256561279297, 3.981560707092285]"
"[19.79436492919922, 26.651256561279297, 3.981560707092285]",0.0,-17.05858627723135,"[19.79436492919922, 52.197914123535156, 2.4572746753692627]"
"[19.79436492919922, 52.197914123535156, 2.4572746753692627]",50.0,-27.753869932915602,"[69.79436492919922, 78.54354095458984, 4.197982311248779]"
"[69.79436492919922, 78.54354095458984, 4.197982311248779]",0.0,-25.13950001367192,"[69.79436492919922, 87.64629364013672, 2.414396286010742]"
"[69.79436492919922, 87.64629364013672, 2.414396286010742]",50.0,-37.86894177870204,"[100.0, 125.30062866210938, 3.838141918182373]"
"[100.0, 125.30062866210938, 3.838141918182373]",0.0,-34.359426617058766,"[100.0, 134.49554443359375, 2.635587215423584]"
"[100.0, 134.49554443359375, 2.635587215423584]",0.0,-27.008854822371344,"[100.0, 127.15206146240234, 1.1680822372436523]"
"[100.0, 127.15206146240234, 1.1680822372436523]",0.0,-26.712528988410252,"[100.0, 87.44890594482422, 1.9460945129394531]"
"[100.0, 87.44890594482422, 1.9460945129394531]",-87.44890594482422,110.34498276345772,"[12.551094055175781, 64.27305603027344, 3.6385552883148193]"
"[12.551094055175781, 64.27305603027344, 3.6385552883148193]",0.0,-13.246725557590059,"[12.551094055175781, 53.942203521728516, 4.1125946044921875]"
"[12.551094055175781, 53.942203521728516, 4.1125946044921875]",0.0,-4.2531021827795685,"[12.551094055175781, 28.38564682006836, 5.103996276855469]"
"[12.551094055175781, 28.38564682006836, 5.103996276855469]",0.0,-7.042148557502636,"[12.551094055175781, 4.2826666831970215, 4.910359859466553]"
"[50.0, -9.384973526000977, 4.11445426940918]",9.384973526000977,0.0,"[59.384971618652344, -4.540939807891846, 6.213500499725342]"
"[59.384971618652344, -4.540939807891846, 6.213500499725342]",4.540939807891846,-5.444260775202685,"[63.92591094970703, 9.064268112182617, 5.973181247711182]"
"[63.92591094970703, 9.064268112182617, 5.973181247711182]",-9.064268112182617,2.886843946126125,"[54.86164093017578, 20.82213020324707, 7.93196964263916]"
"[54.86164093017578, 20.82213020324707, 7.93196964263916]",-27.43082046508789,35.12401949634165,"[27.43082046508789, 13.019979476928711, 7.152161598205566]"
"[27.43082046508789, 13.019979476928711, 7.152161598205566]",-13.715410232543945,3.1176260740534345,"[13.715410232543945, 37.598426818847656, 7.982030868530273]"
"[13.715410232543945, 37.598426818847656, 7.982030868530273]",0.0,-15.884809734259969,"[13.715410232543945, 65.0788803100586, 7.982795238494873]"
"[13.715410232543945, 65.0788803100586, 7.982795238494873]",0.0,-21.748404627973454,"[13.715410232543945, 84.44100952148438, 7.668257236480713]"
"[13.715410232543945, 84.44100952148438, 7.668257236480713]",0.0,-34.41587688794446,"[13.715410232543945, 109.59553527832031, 9.431952476501465]"
"[13.715410232543945, 109.59553527832031, 9.431952476501465]",0.0,-24.15445216136072,"[13.715410232543945, 107.05574035644531, 6.161990642547607]"
"[13.715410232543945, 107.05574035644531, 6.161990642547607]",0.0,-18.91704952879209,"[13.715410232543945, 77.7264404296875, 6.356199741363525]"
"[13.715410232543945, 77.7264404296875, 6.356199741363525]",0.0,-11.30510036900248,"[13.715410232543945, 52.4703254699707, 6.702928066253662]"
"[13.715410232543945, 52.4703254699707, 6.702928066253662]",0.0,-12.572778074398327,"[13.715410232543945, 31.82927131652832, 3.893983840942383]"
"[13.715410232543945, 31.82927131652832, 3.893983840942383]",0.0,-13.25833666943698,"[13.715410232543945, 27.921239852905273, 4.533727169036865]"
"[13.715410232543945, 27.921239852905273, 4.533727169036865]",0.0,-11.380662571533648,"[13.715410232543945, 60.7808952331543, 3.2543752193450928]"
"[13.715410232543945, 60.7808952331543, 3.2543752193450928]",0.0,-20.566765358747983,"[13.715410232543945, 88.81279754638672, 2.6744182109832764]"
"[13.715410232543945, 88.81279754638672, 2.6744182109832764]",50.0,-33.51256157704388,"[63.71540832519531, 104.13098907470703, 2.926058530807495]"
"[63.71540832519531, 104.13098907470703, 2.926058530807495]",50.0,-28.67701126975702,"[100.0, 101.09225463867188, 2.6933577060699463]"
"[100.0, 101.09225463867188, 2.6933577060699463]",0.0,-35.404568010077796,"[100.0, 118.44387817382812, 1.941711187362671]"
"[100.0, 118.44387817382812, 1.941711187362671]",0.0,-38.01741208277619,"[100.0, 105.47575378417969, 0.9040898680686951]"
"[100.0, 105.47575378417969, 0.9040898680686951]",0.0,-33.17514376029321,"[100.0, 98.6308822631836, 2.397651433944702]"
"[100.0, 98.6308822631836, 2.397651433944702]",-98.6308822631836,63.49233883731438,"[1.3691177368164062, 72.29225158691406, 2.5603179931640625]"
"[1.3691177368164062, 72.29225158691406, 2.5603179931640625]",50.0,-17.267874111363625,"[51.369117736816406, 44.620174407958984, 5.119376182556152]"
"[51.369117736816406, 44.620174407958984, 5.119376182556152]",-44.620174407958984,24.14344665737478,"[6.748943328857422, 28.819076538085938, 3.692077398300171]"
"[6.748943328857422, 28.819076538085938, 3.692077398300171]",0.0,-3.09024147013857,"[6.748943328857422, 16.639436721801758, 6.445132732391357]"
"[50.0, -0.04851037263870239, 6.211629390716553]",0.04851037263870239,0.0,"[50.04851150512695, 17.65762710571289, 6.530697822570801]"
"[50.04851150512695, 17.65762710571289, 6.530697822570801]",-17.65762710571289,21.149055552042825,"[32.39088439941406, -22.749610900878906, 6.077493667602539]"
"[32.39088439941406, -22.749610900878906, 6.077493667602539]",22.749610900878906,0.0,"[55.14049530029297, 12.63897705078125, 7.7092180252075195]"
"[55.14049530029297, 12.63897705078125, 7.7092180252075195]",-27.570247650146484,64.28401341902637,"[27.570247650146484, 12.911354064941406, 6.768881320953369]"
"[27.570247650146484, 12.911354064941406, 6.768881320953369]",-12.911354064941406,-1.154829619974012,"[14.658893585205078, 31.296541213989258, 7.023946285247803]"
"[14.658893585205078, 31.296541213989258, 7.023946285247803]",0.0,-12.973228884317201,"[14.658893585205078, 50.303367614746094, 7.122095108032227]"
"[14.658893585205078, 50.303367614746094, 7.122095108032227]",0.0,-31.75288059522398,"[14.658893585205078, 79.1063003540039, 7.924289226531982]"
"[14.658893585205078, 79.1063003540039, 7.924289226531982]",0.0,-28.844657768796807,"[14.658893585205078, 88.91870880126953, 7.58275842666626]"
"[14.658893585205078, 88.91870880126953, 7.58275842666626]",0.0,-28.034983449082716,"[14.658893585205078, 94.87629699707031, 7.664193630218506]"
"[14.658893585205078, 94.87629699707031, 7.664193630218506]",0.0,-18.510976530603315,"[14.658893585205078, 60.1248779296875, 6.41438627243042]"
"[14.658893585205078, 60.1248779296875, 6.41438627243042]",0.0,-9.372056807037879,"[14.658893585205078, 49.53849792480469, 5.93379545211792]"
"[14.658893585205078, 49.53849792480469, 5.93379545211792]",0.0,-8.949685852875374,"[14.658893585205078, 31.60753059387207, 3.5973503589630127]"
"[14.658893585205078, 31.60753059387207, 3.5973503589630127]",0.0,-12.06332002141025,"[14.658893585205078, 36.9740104675293, 3.6554031372070312]"
"[14.658893585205078, 36.9740104675293, 3.6554031372070312]",0.0,-16.02395922592359,"[14.658893585205078, 53.463287353515625, 2.7746050357818604]"
"[14.658893585205078, 53.463287353515625, 2.7746050357818604]",50.0,-17.70925161988993,"[64.65888977050781, 56.28706741333008, 2.450355291366577]"
"[64.65888977050781, 56.28706741333008, 2.450355291366577]",50.0,-23.904056824711652,"[100.0, 85.52244567871094, 2.3363029956817627]"
"[100.0, 85.52244567871094, 2.3363029956817627]",-85.52244567871094,35.29758798811254,"[14.477554321289062, 106.53065490722656, 1.452018141746521]"
"[14.477554321289062, 106.53065490722656, 1.452018141746521]",50.0,-32.845776240841666,"[64.47755432128906, 121.72296142578125, 1.918644666671753]"
"[64.47755432128906, 121.72296142578125, 1.918644666671753]",50.0,-32.62942444786352,"[100.0, 97.56431579589844, 0.8592477440834045]"
"[100.0, 97.56431579589844, 0.8592477440834045]",-97.56431579589844,49.276752759033194,"[2.4356842041015625, 95.10689544677734, 3.3427116870880127]"
"[2.4356842041015625, 95.10689544677734, 3.3427116870880127]",0.0,-24.23210637455314,"[2.4356842041015625, 73.68994903564453, 3.007559299468994]"
"[2.4356842041015625, 73.68994903564453, 3.007559299468994]",50.0,-16.24685643361424,"[52.43568420410156, 41.19565963745117, 3.332313299179077]"
"[52.43568420410156, 41.19565963745117, 3.332313299179077]",-41.19565963745117,82.2947881405245,"[11.24002456665039, 30.77234649658203, 4.83165979385376]"
