time/total_timesteps,rollout/ep_rew_mean,train/actor_loss,train/critic_loss,train/learning_rate,train/n_updates
4600,94.9034,-330.3738708496094,36766.1015625,0.0003,4499
4700,89.19068,-366.24530029296875,38290.6640625,0.0003,4599
4800,90.90381,-335.6883239746094,34814.671875,0.0003,4699
4900,96.48662,-368.0755920410156,53145.08203125,0.0003,4799
5000,87.803604,-406.4954833984375,42788.46875,0.0003,4899
5100,95.583176,-377.1887512207031,51707.5,0.0003,4999
5200,93.26699,-351.410400390625,36249.125,0.0003,5099
5300,88.134705,-434.8951416015625,47475.5703125,0.0003,5199
5400,89.11905,-449.380615234375,58271.97265625,0.0003,5299
5500,99.81066,-466.22515869140625,53532.1328125,0.0003,5399
5600,96.59902,-482.9071960449219,66199.796875,0.0003,5499
5700,95.694954,-517.90185546875,53075.015625,0.0003,5599
5800,89.50192,-514.04296875,53961.90625,0.0003,5699
5900,93.697685,-511.1022644042969,44851.5078125,0.0003,5799
6000,91.95925,-534.8359985351562,49636.7265625,0.0003,5899
6100,98.25311,-587.7693481445312,55052.96875,0.0003,5999
6200,96.10376,-585.4237670898438,68230.453125,0.0003,6099
6300,94.67467,-605.0652465820312,57801.125,0.0003,6199
6400,91.78065,-604.8114624023438,63474.84375,0.0003,6299
6500,92.51255,-653.0968627929688,78241.15625,0.0003,6399
6600,90.66232,-675.3662719726562,68693.3828125,0.0003,6499
6700,94.59751,-685.147705078125,46337.2265625,0.0003,6599
6800,93.27915,-683.739013671875,58419.921875,0.0003,6699
6900,89.355125,-673.7564086914062,75170.8203125,0.0003,6799
7000,93.73791,-710.3277587890625,81240.59375,0.0003,6899
7100,96.140625,-711.7185668945312,65398.8671875,0.0003,6999
7200,88.2217,-784.2787475585938,64772.125,0.0003,7099
7300,100.68865,-777.2760009765625,81654.28125,0.0003,7199
7400,94.41881,-768.7418823242188,63315.83203125,0.0003,7299
7500,89.51713,-765.8057250976562,92985.3515625,0.0003,7399
7600,86.85167,-770.46435546875,65066.2890625,0.0003,7499
7700,89.38796,-832.2625122070312,78249.359375,0.0003,7599
7800,93.86699,-747.761474609375,75936.9921875,0.0003,7699
7900,99.635284,-841.0223388671875,88586.953125,0.0003,7799
8000,97.57053,-890.2185668945312,71347.28125,0.0003,7899
8100,94.50085,-864.4911499023438,81766.328125,0.0003,7999
8200,92.5642,-905.4026489257812,85918.5703125,0.0003,8099
8300,91.31253,-896.6531372070312,66216.75,0.0003,8199
8400,96.2225,-922.8877563476562,67734.65625,0.0003,8299
8500,96.58736,-910.9625244140625,93290.578125,0.0003,8399
8600,94.39602,-934.1718139648438,69282.078125,0.0003,8499
8700,94.574486,-1009.1832275390625,88073.953125,0.0003,8599
8800,96.22368,-1030.3770751953125,85523.8671875,0.0003,8699
8900,86.49086,-967.1076049804688,77047.234375,0.0003,8799
9000,89.673874,-928.2533569335938,62240.52734375,0.0003,8899
9100,96.404236,-935.1082763671875,81297.0,0.0003,8999
9200,92.81765,-1112.1055908203125,81458.25,0.0003,9099
9300,97.29453,-994.6489868164062,80170.3125,0.0003,9199
9400,97.10072,-1069.506591796875,80214.90625,0.0003,9299
9500,93.29162,-1009.9661865234375,79449.21875,0.0003,9399
9600,91.29137,-1109.53369140625,73888.109375,0.0003,9499
9700,97.88221,-1122.86181640625,84510.1875,0.0003,9599
9800,90.63286,-1099.3974609375,78485.0859375,0.0003,9699
9900,92.242294,-1099.10888671875,84796.515625,0.0003,9799
10000,92.49336,-1171.3671875,94581.21875,0.0003,9899
